JJ_text	VBG_text	RB_text
10.536779324055663	1.9880715705765408	2.584493041749503
8.384458077709612	2.8629856850715747	2.658486707566462
12.31190150478796	1.7783857729138166	2.5991792065663475
9.615384615384617	2.403846153846154	1.9230769230769231
11.475409836065571	2.73224043715847	2.185792349726776
9.523809523809524	6.349206349206349	0.0
7.479674796747967	2.4390243902439024	4.227642276422764
8.13953488372093	1.162790697674419	1.162790697674419
9.951456310679612	2.912621359223301	3.883495145631068
10.843373493975903	2.409638554216868	1.6064257028112447
10.526315789473683	1.644736842105263	1.3157894736842104
9.27536231884058	2.898550724637681	3.188405797101449
9.335443037974684	2.5316455696202533	4.113924050632911
12.31732776617954	2.5052192066805845	1.4613778705636742
10.144927536231885	2.898550724637681	0.0
7.550335570469799	1.51006711409396	3.523489932885906
9.63302752293578	1.9877675840978597	2.90519877675841
12.195121951219512	4.878048780487805	0.0
10.983981693363845	2.059496567505721	1.8306636155606408
4.761904761904762	1.9047619047619049	4.761904761904762
12.337662337662335	0.6493506493506493	1.948051948051948
5.016181229773463	2.750809061488673	3.559870550161812
8.425414364640885	1.6574585635359116	3.4530386740331496
11.359404096834265	1.48975791433892	3.165735567970205
8.0	2.666666666666667	2.2222222222222223
9.04645476772616	2.2004889975550124	1.7114914425427872
9.6045197740113	1.1299435028248588	2.824858757062147
10.614525139664805	1.675977653631285	2.793296089385475
8.0	8.0	0.0
17.10709318497914	0.5563282336578581	1.1126564673157162
8.99854862119013	1.741654571843251	1.596516690856313
5.684210526315789	1.8947368421052635	3.3684210526315788
5.978260869565218	2.1739130434782608	5.434782608695652
11.235955056179774	1.4044943820224718	2.247191011235955
10.256410256410255	1.4245014245014245	4.273504273504273
14.814814814814811	0.0	8.641975308641975
12.045454545454543	2.5	2.272727272727273
15.714285714285714	2.857142857142857	1.4285714285714286
7.191011235955057	2.247191011235955	2.4719101123595504
5.157593123209169	3.43839541547278	4.011461318051576
9.491525423728811	5.423728813559322	3.389830508474576
9.355509355509357	1.8711018711018712	4.365904365904366
10.585585585585584	1.8018018018018016	2.702702702702702
8.396946564885496	3.0534351145038165	1.5267175572519085
12.40694789081886	1.9851116625310172	4.714640198511166
12.82051282051282	0.0	1.282051282051282
9.725158562367865	2.9598308668076108	3.171247357293869
11.904761904761903	1.1904761904761905	3.571428571428571
10.416666666666668	4.6875	0.5208333333333333
9.75609756097561	1.6260162601626018	2.4390243902439024
5.837173579109063	1.6897081413210446	4.45468509984639
