JJ_density	VBG_density	RB_density
10.0	0.0	0.0
4.3478260869565215	0.0	0.0
16.666666666666664	0.0	0.0
20.0	0.0	0.0
6.666666666666667	0.0	6.666666666666667
0.0	0.0	0.0
11.11111111111111	0.0	0.0
8.333333333333332	0.0	8.333333333333332
23.52941176470588	5.88235294117647	0.0
16.666666666666664	0.0	0.0
11.11111111111111	0.0	0.0
11.11111111111111	0.0	0.0
14.285714285714285	0.0	0.0
27.27272727272727	0.0	0.0
16.666666666666664	0.0	0.0
18.181818181818183	0.0	0.0
9.090909090909092	0.0	0.0
20.0	6.666666666666667	0.0
7.6923076923076925	0.0	0.0
7.6923076923076925	0.0	7.6923076923076925
0.0	0.0	0.0
12.5	4.166666666666666	0.0
0.0	0.0	0.0
18.181818181818183	0.0	0.0
25.0	0.0	0.0
10.0	0.0	0.0
30.0	0.0	0.0
9.090909090909092	0.0	0.0
29.411764705882355	0.0	0.0
28.57142857142857	0.0	0.0
11.11111111111111	0.0	0.0
11.76470588235294	5.88235294117647	0.0
0.0	4.0	0.0
12.5	0.0	0.0
0.0	0.0	16.666666666666664
13.333333333333334	0.0	0.0
20.0	0.0	0.0
37.5	0.0	0.0
18.181818181818183	9.090909090909092	0.0
5.555555555555555	0.0	0.0
16.666666666666664	0.0	5.555555555555555
14.285714285714285	0.0	0.0
15.384615384615383	7.6923076923076925	0.0
25.0	8.333333333333332	0.0
16.666666666666664	0.0	0.0
5.88235294117647	5.88235294117647	0.0
15.0	0.0	0.0
6.666666666666667	0.0	0.0
11.11111111111111	0.0	0.0
0.0	0.0	14.285714285714285
5.88235294117647	5.88235294117647	0.0
37.5	0.0	0.0
4.166666666666666	4.166666666666666	4.166666666666666
0.0	0.0	0.0
23.07692307692308	0.0	0.0
15.384615384615383	0.0	0.0
0.0	0.0	0.0
18.181818181818183	0.0	0.0
18.181818181818183	0.0	0.0
25.0	0.0	0.0
10.344827586206897	3.4482758620689653	3.4482758620689653
10.0	0.0	0.0
14.285714285714285	0.0	7.142857142857142
21.052631578947366	0.0	5.263157894736842
30.0	0.0	0.0
18.75	0.0	0.0
14.285714285714285	0.0	0.0
9.090909090909092	0.0	0.0
0.0	0.0	7.142857142857142
0.0	0.0	0.0
22.22222222222222	0.0	0.0
0.0	0.0	0.0
5.263157894736842	0.0	5.263157894736842
14.285714285714285	0.0	0.0
37.5	0.0	0.0
20.0	0.0	0.0
7.6923076923076925	0.0	15.384615384615383
18.181818181818183	0.0	0.0
20.0	0.0	0.0
5.263157894736842	5.263157894736842	0.0
0.0	0.0	0.0
0.0	0.0	0.0
33.33333333333333	0.0	16.666666666666664
0.0	0.0	0.0
5.263157894736842	0.0	0.0
20.0	0.0	5.0
27.27272727272727	0.0	0.0
9.090909090909092	4.545454545454546	0.0
0.0	6.666666666666667	0.0
10.0	0.0	10.0
10.0	0.0	0.0
25.0	0.0	0.0
0.0	0.0	0.0
17.647058823529413	5.88235294117647	0.0
11.76470588235294	0.0	11.76470588235294
12.12121212121212	0.0	3.0303030303030303
10.0	0.0	10.0
9.090909090909092	9.090909090909092	0.0
7.6923076923076925	7.6923076923076925	0.0
9.523809523809524	4.761904761904762	0.0
40.0	0.0	0.0
11.76470588235294	0.0	5.88235294117647
22.22222222222222	0.0	0.0
20.0	0.0	0.0
20.0	10.0	0.0
13.333333333333334	0.0	0.0
20.0	0.0	6.666666666666667
10.526315789473683	0.0	0.0
27.27272727272727	0.0	0.0
5.263157894736842	5.263157894736842	0.0
42.85714285714285	0.0	0.0
4.761904761904762	0.0	4.761904761904762
5.263157894736842	0.0	5.263157894736842
14.285714285714285	0.0	0.0
8.333333333333332	0.0	0.0
20.0	0.0	0.0
11.11111111111111	5.555555555555555	0.0
22.22222222222222	0.0	0.0
13.333333333333334	0.0	0.0
7.6923076923076925	0.0	15.384615384615383
7.142857142857142	14.285714285714285	0.0
0.0	0.0	0.0
7.4074074074074066	7.4074074074074066	3.7037037037037033
36.36363636363637	0.0	0.0
0.0	0.0	0.0
0.0	0.0	10.0
0.0	0.0	0.0
25.0	0.0	0.0
11.11111111111111	0.0	0.0
7.142857142857142	0.0	7.142857142857142
7.6923076923076925	0.0	0.0
18.51851851851852	0.0	0.0
0.0	11.11111111111111	0.0
22.22222222222222	0.0	0.0
0.0	0.0	0.0
8.0	0.0	0.0
20.0	0.0	10.0
5.88235294117647	0.0	5.88235294117647
7.6923076923076925	0.0	0.0
0.0	0.0	0.0
8.333333333333332	0.0	0.0
0.0	0.0	0.0
10.0	0.0	0.0
0.0	0.0	0.0
